freq,ang,val
0.0,-180.0,3.43
0.25,-180.0,2.69
0.5,-180.0,-1.61
0.75,-180.0,-5.12
1.0,-180.0,-5.25
1.25,-180.0,-5.34
1.5,-180.0,-5.39
1.75,-180.0,-5.51
2.0,-180.0,-5.59
2.25,-180.0,-5.69
2.5,-180.0,-5.75
2.75,-180.0,-5.77
3.0,-180.0,-5.76
3.25,-180.0,-5.71
3.5,-180.0,-5.66
3.75,-180.0,-5.62
4.0,-180.0,-5.61
0.0,-171.0,3.59
0.25,-171.0,2.84
0.5,-171.0,-1.55
0.75,-171.0,-5.16
1.0,-171.0,-5.28
1.25,-171.0,-5.33
1.5,-171.0,-5.37
1.75,-171.0,-5.48
2.0,-171.0,-5.56
2.25,-171.0,-5.66
2.5,-171.0,-5.72
2.75,-171.0,-5.75
3.0,-171.0,-5.73
3.25,-171.0,-5.69
3.5,-171.0,-5.64
3.75,-171.0,-5.6
4.0,-171.0,-5.58
0.0,-162.0,3.94
0.25,-162.0,3.23
0.5,-162.0,-1.44
0.75,-162.0,-5.33
1.0,-162.0,-5.41
1.25,-162.0,-5.34
1.5,-162.0,-5.33
1.75,-162.0,-5.41
2.0,-162.0,-5.47
2.25,-162.0,-5.56
2.5,-162.0,-5.63
2.75,-162.0,-5.66
3.0,-162.0,-5.65
3.25,-162.0,-5.61
3.5,-162.0,-5.55
3.75,-162.0,-5.51
4.0,-162.0,-5.49
0.0,-153.0,3.88
0.25,-153.0,3.32
0.5,-153.0,-1.55
0.75,-153.0,-5.72
1.0,-153.0,-5.74
1.25,-153.0,-5.49
1.5,-153.0,-5.38
1.75,-153.0,-5.37
2.0,-153.0,-5.38
2.25,-153.0,-5.43
2.5,-153.0,-5.46
2.75,-153.0,-5.48
3.0,-153.0,-5.47
3.25,-153.0,-5.44
3.5,-153.0,-5.4
3.75,-153.0,-5.36
4.0,-153.0,-5.35
0.0,-144.0,2.31
0.25,-144.0,1.97
0.5,-144.0,-2.59
0.75,-144.0,-6.47
1.0,-144.0,-6.42
1.25,-144.0,-5.95
1.5,-144.0,-5.72
1.75,-144.0,-5.56
2.0,-144.0,-5.46
2.25,-144.0,-5.39
2.5,-144.0,-5.32
2.75,-144.0,-5.27
3.0,-144.0,-5.22
3.25,-144.0,-5.18
3.5,-144.0,-5.15
3.75,-144.0,-5.13
4.0,-144.0,-5.13
0.0,-135.0,1.53
0.25,-135.0,0.51
0.5,-135.0,-2.82
0.75,-135.0,-6.26
1.0,-135.0,-6.46
1.25,-135.0,-6.21
1.5,-135.0,-6.09
1.75,-135.0,-5.97
2.0,-135.0,-5.85
2.25,-135.0,-5.7
2.5,-135.0,-5.52
2.75,-135.0,-5.32
3.0,-135.0,-5.13
3.25,-135.0,-4.97
3.5,-135.0,-4.84
3.75,-135.0,-4.77
4.0,-135.0,-4.74
0.0,-126.0,4.29
0.25,-126.0,3.18
0.5,-126.0,-1.05
0.75,-126.0,-4.95
1.0,-126.0,-5.32
1.25,-126.0,-5.45
1.5,-126.0,-5.57
1.75,-126.0,-5.76
2.0,-126.0,-5.93
2.25,-126.0,-6.02
2.5,-126.0,-5.98
2.75,-126.0,-5.78
3.0,-126.0,-5.48
3.25,-126.0,-5.17
3.5,-126.0,-4.91
3.75,-126.0,-4.74
4.0,-126.0,-4.69
0.0,-117.0,3.67
0.25,-117.0,2.95
0.5,-117.0,-1.6
0.75,-117.0,-4.98
1.0,-117.0,-5.16
1.25,-117.0,-5.08
1.5,-117.0,-5.04
1.75,-117.0,-5.09
2.0,-117.0,-5.16
2.25,-117.0,-5.3
2.5,-117.0,-5.48
2.75,-117.0,-5.71
3.0,-117.0,-5.95
3.25,-117.0,-6.19
3.5,-117.0,-6.38
3.75,-117.0,-6.5
4.0,-117.0,-6.54
0.0,-108.0,6.44
0.25,-108.0,5.39
0.5,-108.0,0.72
0.75,-108.0,-3.01
1.0,-108.0,-3.38
1.25,-108.0,-3.64
1.5,-108.0,-3.79
1.75,-108.0,-4.09
2.0,-108.0,-4.4
2.25,-108.0,-4.86
2.5,-108.0,-5.41
2.75,-108.0,-6.13
3.0,-108.0,-6.98
3.25,-108.0,-7.92
3.5,-108.0,-8.78
3.75,-108.0,-9.4
4.0,-108.0,-9.62
0.0,-99.0,4.92
0.25,-99.0,4.08
0.5,-99.0,-0.44
0.75,-99.0,-3.89
1.0,-99.0,-4.45
1.25,-99.0,-4.7
1.5,-99.0,-4.95
1.75,-99.0,-5.38
2.0,-99.0,-5.94
2.25,-99.0,-6.78
2.5,-99.0,-7.95
